source_package,candidate_id,candidate_family,case_id,split_role,sensor,kind,candidate_error_K,candidate_abs_error_K,m3_error_K,m3_abs_error_K,abs_error_delta_vs_m3_K,candidate_predicted_K,target_K,prediction_source_segment,prediction_source_fraction,comparison_status,probe_gate,source_path
AGENT-522_wall_thermal_circuit,HIW1_heated_incline_pipe_outer_wall_drive_PLUS_HX_SEGMENTED_UA_NTU_N16,HIW1_heated_incline_pipe_wall_drive,salt_3,validation,TW10,TW,137.9075306,137.9075306,,,,536.9975306,399.09,cooled_incline_hx_active,,not_compared_missing_m3_or_candidate,not_compared,work_products/2026-07/2026-07-17/2026-07-17_wall_thermal_circuit_study/probe_delta_vs_m3.csv
AGENT-522_wall_thermal_circuit,HIW1_heated_incline_pipe_outer_wall_drive_PLUS_HX_SEGMENTED_UA_NTU_N16,HIW1_heated_incline_pipe_wall_drive,salt_3,validation,TW11,TW,-49.33343943,49.33343943,-14.11077639,14.11077639,35.22266304,411.2165606,460.55,cooled_incline_post_hx,,compared,fail,work_products/2026-07/2026-07-17/2026-07-17_wall_thermal_circuit_study/probe_delta_vs_m3.csv
AGENT-522_wall_thermal_circuit,HIW1_heated_incline_pipe_outer_wall_drive_PLUS_HX_SEGMENTED_UA_NTU_N16,HIW1_heated_incline_pipe_wall_drive,salt_3,validation,TW2,TW,-45.83534268,45.83534268,-34.99323507,34.99323507,10.84210761,410.2446573,456.08,right_vertical,,compared,fail,work_products/2026-07/2026-07-17/2026-07-17_wall_thermal_circuit_study/probe_delta_vs_m3.csv
AGENT-522_wall_thermal_circuit,HIW1_heated_incline_pipe_outer_wall_drive_PLUS_HX_SEGMENTED_UA_NTU_N16,HIW1_heated_incline_pipe_wall_drive,salt_3,validation,TW3,TW,-44.86402316,44.86402316,-12.18741081,12.18741081,32.67661235,410.0359768,454.9,right_vertical,,compared,fail,work_products/2026-07/2026-07-17/2026-07-17_wall_thermal_circuit_study/probe_delta_vs_m3.csv
AGENT-522_wall_thermal_circuit,HIW1_heated_incline_pipe_outer_wall_drive_PLUS_HX_SEGMENTED_UA_NTU_N16,HIW1_heated_incline_pipe_wall_drive,salt_3,validation,TW4,TW,-45.43485341,45.43485341,-10.35121844,10.35121844,35.08363497,412.5651466,458,heated_incline,,compared,fail,work_products/2026-07/2026-07-17/2026-07-17_wall_thermal_circuit_study/probe_delta_vs_m3.csv
AGENT-522_wall_thermal_circuit,HIW1_heated_incline_pipe_outer_wall_drive_PLUS_HX_SEGMENTED_UA_NTU_N16,HIW1_heated_incline_pipe_wall_drive,salt_3,validation,TW5,TW,-70.41238306,70.41238306,-8.371969995,8.371969995,62.04041307,415.1776169,485.59,heated_incline,,compared,fail,work_products/2026-07/2026-07-17/2026-07-17_wall_thermal_circuit_study/probe_delta_vs_m3.csv
AGENT-522_wall_thermal_circuit,HIW1_heated_incline_pipe_outer_wall_drive_PLUS_HX_SEGMENTED_UA_NTU_N16,HIW1_heated_incline_pipe_wall_drive,salt_3,validation,TW6,TW,-62.17563431,62.17563431,-6.406944164,6.406944164,55.76869015,417.9543657,480.13,heated_incline,,compared,fail,work_products/2026-07/2026-07-17/2026-07-17_wall_thermal_circuit_study/probe_delta_vs_m3.csv
AGENT-522_wall_thermal_circuit,HIW1_heated_incline_pipe_outer_wall_drive_PLUS_HX_SEGMENTED_UA_NTU_N16,HIW1_heated_incline_pipe_wall_drive,salt_3,validation,TW7,TW,-44.36623865,44.36623865,-14.18859116,14.18859116,30.17764749,420.4737613,464.84,left_lower_vertical,,compared,fail,work_products/2026-07/2026-07-17/2026-07-17_wall_thermal_circuit_study/probe_delta_vs_m3.csv
AGENT-522_wall_thermal_circuit,HIW1_heated_incline_pipe_outer_wall_drive_PLUS_HX_SEGMENTED_UA_NTU_N16,HIW1_heated_incline_pipe_wall_drive,salt_3,validation,TW8,TW,-43.89411148,43.89411148,-14.27661257,14.27661257,29.61749891,417.7758885,461.67,left_upper_vertical,,compared,fail,work_products/2026-07/2026-07-17/2026-07-17_wall_thermal_circuit_study/probe_delta_vs_m3.csv
AGENT-522_wall_thermal_circuit,HIW1_heated_incline_pipe_outer_wall_drive_PLUS_HX_SEGMENTED_UA_NTU_N16,HIW1_heated_incline_pipe_wall_drive,salt_3,validation,TW9,TW,-48.47123764,48.47123764,0.9395367915,0.9395367915,47.53170085,414.0187624,462.49,cooled_incline_pre_hx,,compared,fail,work_products/2026-07/2026-07-17/2026-07-17_wall_thermal_circuit_study/probe_delta_vs_m3.csv
AGENT-522_wall_thermal_circuit,HIW1_heated_incline_pipe_outer_wall_drive_PLUS_HX_SEGMENTED_UA_NTU_N16,HIW1_heated_incline_pipe_wall_drive,salt_4,holdout,TP1,TP,-66.17221408,66.17221408,-19.17962826,19.17962826,46.99258582,415.1677859,481.34,top_horizontal_exit,,compared,fail,work_products/2026-07/2026-07-17/2026-07-17_wall_thermal_circuit_study/probe_delta_vs_m3.csv
AGENT-522_wall_thermal_circuit,HIW1_heated_incline_pipe_outer_wall_drive_PLUS_HX_SEGMENTED_UA_NTU_N16,HIW1_heated_incline_pipe_wall_drive,salt_4,holdout,TP2,TP,,,,,,nan,475.74,,,not_compared_missing_m3_or_candidate,not_compared,work_products/2026-07/2026-07-17/2026-07-17_wall_thermal_circuit_study/probe_delta_vs_m3.csv
AGENT-522_wall_thermal_circuit,HIW1_heated_incline_pipe_outer_wall_drive_PLUS_HX_SEGMENTED_UA_NTU_N16,HIW1_heated_incline_pipe_wall_drive,salt_4,holdout,TP3,TP,-50.2859931,50.2859931,-8.399781171,8.399781171,41.88621193,425.6640069,475.95,left_lower_vertical,,compared,fail,work_products/2026-07/2026-07-17/2026-07-17_wall_thermal_circuit_study/probe_delta_vs_m3.csv
AGENT-522_wall_thermal_circuit,HIW1_heated_incline_pipe_outer_wall_drive_PLUS_HX_SEGMENTED_UA_NTU_N16,HIW1_heated_incline_pipe_wall_drive,salt_4,holdout,TP4,TP,-53.66713557,53.66713557,-10.40590913,10.40590913,43.26122644,425.2228644,478.89,left_lower_vertical,,compared,fail,work_products/2026-07/2026-07-17/2026-07-17_wall_thermal_circuit_study/probe_delta_vs_m3.csv
AGENT-522_wall_thermal_circuit,HIW1_heated_incline_pipe_outer_wall_drive_PLUS_HX_SEGMENTED_UA_NTU_N16,HIW1_heated_incline_pipe_wall_drive,salt_4,holdout,TP5,TP,-53.01426413,53.01426413,-11.54172848,11.54172848,41.47253565,426.3057359,479.32,test_section,,compared,fail,work_products/2026-07/2026-07-17/2026-07-17_wall_thermal_circuit_study/probe_delta_vs_m3.csv
AGENT-522_wall_thermal_circuit,HIW1_heated_incline_pipe_outer_wall_drive_PLUS_HX_SEGMENTED_UA_NTU_N16,HIW1_heated_incline_pipe_wall_drive,salt_4,holdout,TP6,TP,-62.98530234,62.98530234,-13.12994696,13.12994696,49.85535538,418.3746977,481.36,left_upper_vertical,,compared,fail,work_products/2026-07/2026-07-17/2026-07-17_wall_thermal_circuit_study/probe_delta_vs_m3.csv
AGENT-522_wall_thermal_circuit,HIW1_heated_incline_pipe_outer_wall_drive_PLUS_HX_SEGMENTED_UA_NTU_N16,HIW1_heated_incline_pipe_wall_drive,salt_4,holdout,TW1,TW,-55.62390607,55.62390607,-38.91430014,38.91430014,16.70960593,414.1460939,469.77,right_vertical,,compared,fail,work_products/2026-07/2026-07-17/2026-07-17_wall_thermal_circuit_study/probe_delta_vs_m3.csv
AGENT-522_wall_thermal_circuit,HIW1_heated_incline_pipe_outer_wall_drive_PLUS_HX_SEGMENTED_UA_NTU_N16,HIW1_heated_incline_pipe_wall_drive,salt_4,holdout,TW10,TW,134.084741,134.084741,,,,544.014741,409.93,cooled_incline_hx_active,,not_compared_missing_m3_or_candidate,not_compared,work_products/2026-07/2026-07-17/2026-07-17_wall_thermal_circuit_study/probe_delta_vs_m3.csv
AGENT-522_wall_thermal_circuit,HIW1_heated_incline_pipe_outer_wall_drive_PLUS_HX_SEGMENTED_UA_NTU_N16,HIW1_heated_incline_pipe_wall_drive,salt_4,holdout,TW11,TW,-61.39885214,61.39885214,-11.6845683,11.6845683,49.71428384,414.7411479,476.14,cooled_incline_post_hx,,compared,fail,work_products/2026-07/2026-07-17/2026-07-17_wall_thermal_circuit_study/probe_delta_vs_m3.csv
AGENT-522_wall_thermal_circuit,HIW1_heated_incline_pipe_outer_wall_drive_PLUS_HX_SEGMENTED_UA_NTU_N16,HIW1_heated_incline_pipe_wall_drive,salt_4,holdout,TW2,TW,-57.41201013,57.41201013,-34.70669727,34.70669727,22.70531286,413.7379899,471.15,right_vertical,,compared,fail,work_products/2026-07/2026-07-17/2026-07-17_wall_thermal_circuit_study/probe_delta_vs_m3.csv
AGENT-522_wall_thermal_circuit,HIW1_heated_incline_pipe_outer_wall_drive_PLUS_HX_SEGMENTED_UA_NTU_N16,HIW1_heated_incline_pipe_wall_drive,salt_4,holdout,TW3,TW,-56.91083588,56.91083588,-11.11150205,11.11150205,45.79933383,413.5091641,470.42,right_vertical,,compared,fail,work_products/2026-07/2026-07-17/2026-07-17_wall_thermal_circuit_study/probe_delta_vs_m3.csv
AGENT-522_wall_thermal_circuit,HIW1_heated_incline_pipe_outer_wall_drive_PLUS_HX_SEGMENTED_UA_NTU_N16,HIW1_heated_incline_pipe_wall_drive,salt_4,holdout,TW4,TW,-58.70228009,58.70228009,-8.331055108,8.331055108,50.37122498,416.1577199,474.86,heated_incline,,compared,fail,work_products/2026-07/2026-07-17/2026-07-17_wall_thermal_circuit_study/probe_delta_vs_m3.csv
AGENT-522_wall_thermal_circuit,HIW1_heated_incline_pipe_outer_wall_drive_PLUS_HX_SEGMENTED_UA_NTU_N16,HIW1_heated_incline_pipe_wall_drive,salt_4,holdout,TW5,TW,-84.80477006,84.80477006,-6.164728117,6.164728117,78.64004194,418.9152299,503.72,heated_incline,,compared,fail,work_products/2026-07/2026-07-17/2026-07-17_wall_thermal_circuit_study/probe_delta_vs_m3.csv
AGENT-522_wall_thermal_circuit,HIW1_heated_incline_pipe_outer_wall_drive_PLUS_HX_SEGMENTED_UA_NTU_N16,HIW1_heated_incline_pipe_wall_drive,salt_4,holdout,TW6,TW,-74.92118178,74.92118178,-3.870175098,3.870175098,71.05100668,421.8388182,496.76,heated_incline,,compared,fail,work_products/2026-07/2026-07-17/2026-07-17_wall_thermal_circuit_study/probe_delta_vs_m3.csv
AGENT-522_wall_thermal_circuit,HIW1_heated_incline_pipe_outer_wall_drive_PLUS_HX_SEGMENTED_UA_NTU_N16,HIW1_heated_incline_pipe_wall_drive,salt_4,holdout,TW7,TW,-56.74931327,56.74931327,-13.74638057,13.74638057,43.0029327,424.5106867,481.26,left_lower_vertical,,compared,fail,work_products/2026-07/2026-07-17/2026-07-17_wall_thermal_circuit_study/probe_delta_vs_m3.csv
AGENT-522_wall_thermal_circuit,HIW1_heated_incline_pipe_outer_wall_drive_PLUS_HX_SEGMENTED_UA_NTU_N16,HIW1_heated_incline_pipe_wall_drive,salt_4,holdout,TW8,TW,-55.98829734,55.98829734,-13.01897307,13.01897307,42.96932427,421.3817027,477.37,left_upper_vertical,,compared,fail,work_products/2026-07/2026-07-17/2026-07-17_wall_thermal_circuit_study/probe_delta_vs_m3.csv
AGENT-522_wall_thermal_circuit,HIW1_heated_incline_pipe_outer_wall_drive_PLUS_HX_SEGMENTED_UA_NTU_N16,HIW1_heated_incline_pipe_wall_drive,salt_4,holdout,TW9,TW,-60.52750923,60.52750923,2.874608504,2.874608504,57.65290073,417.3524908,477.88,cooled_incline_pre_hx,,compared,fail,work_products/2026-07/2026-07-17/2026-07-17_wall_thermal_circuit_study/probe_delta_vs_m3.csv
AGENT-522_wall_thermal_circuit,HIW2_heated_incline_outer_surface_drive_PLUS_HX_LUMPED_UA_NTU,HIW2_heated_incline_outer_surface_drive,salt_3,validation,TP1,TP,-27.76615728,27.76615728,-20.51460024,20.51460024,7.251557036,438.0438427,465.81,top_horizontal_exit,,compared,fail,work_products/2026-07/2026-07-17/2026-07-17_wall_thermal_circuit_study/probe_delta_vs_m3.csv
AGENT-522_wall_thermal_circuit,HIW2_heated_incline_outer_surface_drive_PLUS_HX_LUMPED_UA_NTU,HIW2_heated_incline_outer_surface_drive,salt_3,validation,TP2,TP,,,,,,nan,458.52,,,not_compared_missing_m3_or_candidate,not_compared,work_products/2026-07/2026-07-17/2026-07-17_wall_thermal_circuit_study/probe_delta_vs_m3.csv
AGENT-522_wall_thermal_circuit,HIW2_heated_incline_outer_surface_drive_PLUS_HX_LUMPED_UA_NTU,HIW2_heated_incline_outer_surface_drive,salt_3,validation,TP3,TP,-11.84923957,11.84923957,-8.642879738,8.642879738,3.206359832,447.4707604,459.32,left_lower_vertical,,compared,fail,work_products/2026-07/2026-07-17/2026-07-17_wall_thermal_circuit_study/probe_delta_vs_m3.csv
AGENT-522_wall_thermal_circuit,HIW2_heated_incline_outer_surface_drive_PLUS_HX_LUMPED_UA_NTU,HIW2_heated_incline_outer_surface_drive,salt_3,validation,TP4,TP,-15.54328161,15.54328161,-11.25390723,11.25390723,4.289374382,447.0267184,462.57,left_lower_vertical,,compared,fail,work_products/2026-07/2026-07-17/2026-07-17_wall_thermal_circuit_study/probe_delta_vs_m3.csv
AGENT-522_wall_thermal_circuit,HIW2_heated_incline_outer_surface_drive_PLUS_HX_LUMPED_UA_NTU,HIW2_heated_incline_outer_surface_drive,salt_3,validation,TP5,TP,-15.84731459,15.84731459,-12.68597574,12.68597574,3.16133885,447.8026854,463.65,test_section,,compared,fail,work_products/2026-07/2026-07-17/2026-07-17_wall_thermal_circuit_study/probe_delta_vs_m3.csv
AGENT-522_wall_thermal_circuit,HIW2_heated_incline_outer_surface_drive_PLUS_HX_LUMPED_UA_NTU,HIW2_heated_incline_outer_surface_drive,salt_3,validation,TP6,TP,-25.25319152,25.25319152,-14.32783545,14.32783545,10.92535607,441.2168085,466.47,left_upper_vertical,,compared,fail,work_products/2026-07/2026-07-17/2026-07-17_wall_thermal_circuit_study/probe_delta_vs_m3.csv
AGENT-522_wall_thermal_circuit,HIW2_heated_incline_outer_surface_drive_PLUS_HX_LUMPED_UA_NTU,HIW2_heated_incline_outer_surface_drive,salt_3,validation,TW1,TW,-18.0557234,18.0557234,-39.25074637,39.25074637,-21.19502297,436.9442766,455,right_vertical,,compared,pass,work_products/2026-07/2026-07-17/2026-07-17_wall_thermal_circuit_study/probe_delta_vs_m3.csv
AGENT-522_wall_thermal_circuit,HIW2_heated_incline_outer_surface_drive_PLUS_HX_LUMPED_UA_NTU,HIW2_heated_incline_outer_surface_drive,salt_3,validation,TW10,TW,192.1215831,192.1215831,,,,591.2115831,399.09,cooled_incline_hx_active,,not_compared_missing_m3_or_candidate,not_compared,work_products/2026-07/2026-07-17/2026-07-17_wall_thermal_circuit_study/probe_delta_vs_m3.csv
AGENT-522_wall_thermal_circuit,HIW2_heated_incline_outer_surface_drive_PLUS_HX_LUMPED_UA_NTU,HIW2_heated_incline_outer_surface_drive,salt_3,validation,TW11,TW,-23.05593515,23.05593515,-14.11077639,14.11077639,8.945158758,437.4940649,460.55,cooled_incline_post_hx,,compared,fail,work_products/2026-07/2026-07-17/2026-07-17_wall_thermal_circuit_study/probe_delta_vs_m3.csv
AGENT-522_wall_thermal_circuit,HIW2_heated_incline_outer_surface_drive_PLUS_HX_LUMPED_UA_NTU,HIW2_heated_incline_outer_surface_drive,salt_3,validation,TW2,TW,-19.52430559,19.52430559,-34.99323507,34.99323507,-15.46892948,436.5556944,456.08,right_vertical,,compared,pass,work_products/2026-07/2026-07-17/2026-07-17_wall_thermal_circuit_study/probe_delta_vs_m3.csv
AGENT-522_wall_thermal_circuit,HIW2_heated_incline_outer_surface_drive_PLUS_HX_LUMPED_UA_NTU,HIW2_heated_incline_outer_surface_drive,salt_3,validation,TW3,TW,-18.52560091,18.52560091,-12.18741081,12.18741081,6.338190103,436.3743991,454.9,right_vertical,,compared,fail,work_products/2026-07/2026-07-17/2026-07-17_wall_thermal_circuit_study/probe_delta_vs_m3.csv
AGENT-522_wall_thermal_circuit,HIW2_heated_incline_outer_surface_drive_PLUS_HX_LUMPED_UA_NTU,HIW2_heated_incline_outer_surface_drive,salt_3,validation,TW4,TW,-19.37299099,19.37299099,-10.35121844,10.35121844,9.021772546,438.627009,458,heated_incline,,compared,fail,work_products/2026-07/2026-07-17/2026-07-17_wall_thermal_circuit_study/probe_delta_vs_m3.csv
AGENT-522_wall_thermal_circuit,HIW2_heated_incline_outer_surface_drive_PLUS_HX_LUMPED_UA_NTU,HIW2_heated_incline_outer_surface_drive,salt_3,validation,TW5,TW,-44.44969149,44.44969149,-8.371969995,8.371969995,36.0777215,441.1403085,485.59,heated_incline,,compared,fail,work_products/2026-07/2026-07-17/2026-07-17_wall_thermal_circuit_study/probe_delta_vs_m3.csv
AGENT-522_wall_thermal_circuit,HIW2_heated_incline_outer_surface_drive_PLUS_HX_LUMPED_UA_NTU,HIW2_heated_incline_outer_surface_drive,salt_3,validation,TW6,TW,-36.25776824,36.25776824,-6.406944164,6.406944164,29.85082408,443.8722318,480.13,heated_incline,,compared,fail,work_products/2026-07/2026-07-17/2026-07-17_wall_thermal_circuit_study/probe_delta_vs_m3.csv
AGENT-522_wall_thermal_circuit,HIW2_heated_incline_outer_surface_drive_PLUS_HX_LUMPED_UA_NTU,HIW2_heated_incline_outer_surface_drive,salt_3,validation,TW7,TW,-18.66409176,18.66409176,-14.18859116,14.18859116,4.475500604,446.1759082,464.84,left_lower_vertical,,compared,fail,work_products/2026-07/2026-07-17/2026-07-17_wall_thermal_circuit_study/probe_delta_vs_m3.csv
AGENT-522_wall_thermal_circuit,HIW2_heated_incline_outer_surface_drive_PLUS_HX_LUMPED_UA_NTU,HIW2_heated_incline_outer_surface_drive,salt_3,validation,TW8,TW,-18.23893911,18.23893911,-14.27661257,14.27661257,3.962326543,443.4310609,461.67,left_upper_vertical,,compared,fail,work_products/2026-07/2026-07-17/2026-07-17_wall_thermal_circuit_study/probe_delta_vs_m3.csv
AGENT-522_wall_thermal_circuit,HIW2_heated_incline_outer_surface_drive_PLUS_HX_LUMPED_UA_NTU,HIW2_heated_incline_outer_surface_drive,salt_3,validation,TW9,TW,-22.42949961,22.42949961,0.9395367915,0.9395367915,21.48996282,440.0605004,462.49,cooled_incline_pre_hx,,compared,fail,work_products/2026-07/2026-07-17/2026-07-17_wall_thermal_circuit_study/probe_delta_vs_m3.csv
AGENT-522_wall_thermal_circuit,HIW2_heated_incline_outer_surface_drive_PLUS_HX_LUMPED_UA_NTU,HIW2_heated_incline_outer_surface_drive,salt_4,holdout,TP1,TP,-40.71463474,40.71463474,-19.17962826,19.17962826,21.53500648,440.6253653,481.34,top_horizontal_exit,,compared,fail,work_products/2026-07/2026-07-17/2026-07-17_wall_thermal_circuit_study/probe_delta_vs_m3.csv
AGENT-522_wall_thermal_circuit,HIW2_heated_incline_outer_surface_drive_PLUS_HX_LUMPED_UA_NTU,HIW2_heated_incline_outer_surface_drive,salt_4,holdout,TP2,TP,,,,,,nan,475.74,,,not_compared_missing_m3_or_candidate,not_compared,work_products/2026-07/2026-07-17/2026-07-17_wall_thermal_circuit_study/probe_delta_vs_m3.csv
AGENT-522_wall_thermal_circuit,HIW2_heated_incline_outer_surface_drive_PLUS_HX_LUMPED_UA_NTU,HIW2_heated_incline_outer_surface_drive,salt_4,holdout,TP3,TP,-25.41996366,25.41996366,-8.399781171,8.399781171,17.02018249,450.5300363,475.95,left_lower_vertical,,compared,fail,work_products/2026-07/2026-07-17/2026-07-17_wall_thermal_circuit_study/probe_delta_vs_m3.csv
AGENT-522_wall_thermal_circuit,HIW2_heated_incline_outer_surface_drive_PLUS_HX_LUMPED_UA_NTU,HIW2_heated_incline_outer_surface_drive,salt_4,holdout,TP4,TP,-28.78170181,28.78170181,-10.40590913,10.40590913,18.37579268,450.1082982,478.89,left_lower_vertical,,compared,fail,work_products/2026-07/2026-07-17/2026-07-17_wall_thermal_circuit_study/probe_delta_vs_m3.csv
AGENT-522_wall_thermal_circuit,HIW2_heated_incline_outer_surface_drive_PLUS_HX_LUMPED_UA_NTU,HIW2_heated_incline_outer_surface_drive,salt_4,holdout,TP5,TP,-28.50934004,28.50934004,-11.54172848,11.54172848,16.96761156,450.81066,479.32,test_section,,compared,fail,work_products/2026-07/2026-07-17/2026-07-17_wall_thermal_circuit_study/probe_delta_vs_m3.csv
AGENT-522_wall_thermal_circuit,HIW2_heated_incline_outer_surface_drive_PLUS_HX_LUMPED_UA_NTU,HIW2_heated_incline_outer_surface_drive,salt_4,holdout,TP6,TP,-37.74466388,37.74466388,-13.12994696,13.12994696,24.61471692,443.6153361,481.36,left_upper_vertical,,compared,fail,work_products/2026-07/2026-07-17/2026-07-17_wall_thermal_circuit_study/probe_delta_vs_m3.csv
AGENT-522_wall_thermal_circuit,HIW2_heated_incline_outer_surface_drive_PLUS_HX_LUMPED_UA_NTU,HIW2_heated_incline_outer_surface_drive,salt_4,holdout,TW1,TW,-30.26861598,30.26861598,-38.91430014,38.91430014,-8.645684161,439.501384,469.77,right_vertical,,compared,pass,work_products/2026-07/2026-07-17/2026-07-17_wall_thermal_circuit_study/probe_delta_vs_m3.csv
AGENT-522_wall_thermal_circuit,HIW2_heated_incline_outer_surface_drive_PLUS_HX_LUMPED_UA_NTU,HIW2_heated_incline_outer_surface_drive,salt_4,holdout,TW10,TW,186.2947444,186.2947444,,,,596.2247444,409.93,cooled_incline_hx_active,,not_compared_missing_m3_or_candidate,not_compared,work_products/2026-07/2026-07-17/2026-07-17_wall_thermal_circuit_study/probe_delta_vs_m3.csv
AGENT-522_wall_thermal_circuit,HIW2_heated_incline_outer_surface_drive_PLUS_HX_LUMPED_UA_NTU,HIW2_heated_incline_outer_surface_drive,salt_4,holdout,TW11,TW,-36.07446573,36.07446573,-11.6845683,11.6845683,24.38989743,440.0655343,476.14,cooled_incline_post_hx,,compared,fail,work_products/2026-07/2026-07-17/2026-07-17_wall_thermal_circuit_study/probe_delta_vs_m3.csv
AGENT-522_wall_thermal_circuit,HIW2_heated_incline_outer_surface_drive_PLUS_HX_LUMPED_UA_NTU,HIW2_heated_incline_outer_surface_drive,salt_4,holdout,TW2,TW,-32.05960754,32.05960754,-34.70669727,34.70669727,-2.647089725,439.0903925,471.15,right_vertical,,compared,pass,work_products/2026-07/2026-07-17/2026-07-17_wall_thermal_circuit_study/probe_delta_vs_m3.csv
AGENT-522_wall_thermal_circuit,HIW2_heated_incline_outer_surface_drive_PLUS_HX_LUMPED_UA_NTU,HIW2_heated_incline_outer_surface_drive,salt_4,holdout,TW3,TW,-31.53298247,31.53298247,-11.11150205,11.11150205,20.42148042,438.8870175,470.42,right_vertical,,compared,fail,work_products/2026-07/2026-07-17/2026-07-17_wall_thermal_circuit_study/probe_delta_vs_m3.csv
AGENT-522_wall_thermal_circuit,HIW2_heated_incline_outer_surface_drive_PLUS_HX_LUMPED_UA_NTU,HIW2_heated_incline_outer_surface_drive,salt_4,holdout,TW4,TW,-33.59797277,33.59797277,-8.331055108,8.331055108,25.26691766,441.2620272,474.86,heated_incline,,compared,fail,work_products/2026-07/2026-07-17/2026-07-17_wall_thermal_circuit_study/probe_delta_vs_m3.csv
AGENT-522_wall_thermal_circuit,HIW2_heated_incline_outer_surface_drive_PLUS_HX_LUMPED_UA_NTU,HIW2_heated_incline_outer_surface_drive,salt_4,holdout,TW5,TW,-59.80379518,59.80379518,-6.164728117,6.164728117,53.63906706,443.9162048,503.72,heated_incline,,compared,fail,work_products/2026-07/2026-07-17/2026-07-17_wall_thermal_circuit_study/probe_delta_vs_m3.csv
